# material-design-x
bool,mtrl_btn_textappearance_all_caps
macro,m3_comp_toolbar_vibrant_selected_pressed_icon_color
macro,m3_comp_toolbar_vibrant_selected_pressed_label_text_color
macro,m3_comp_toolbar_vibrant_selected_pressed_state_layer_color
macro,m3_comp_toolbar_vibrant_vibrant_button_container_color
macro,m3_comp_toolbar_vibrant_vibrant_container_color
macro,m3_comp_toolbar_vibrant_vibrant_icon_color
macro,m3_comp_toolbar_vibrant_vibrant_label_text_color
macro,m3_comp_toolbar_vibrant_vibrant_selected_button_container_color
macro,m3_comp_toolbar_vibrant_vibrant_selected_icon_color
macro,m3_comp_toolbar_vibrant_vibrant_selected_label_text_color
string,appbar_scrolling_view_behavior
string,bottom_sheet_behavior
string,bottomsheet_action_collapse
string,bottomsheet_action_collapse_description
string,bottomsheet_action_expand
string,bottomsheet_action_expand_description
string,bottomsheet_action_expand_halfway
string,bottomsheet_action_half_expand_description
string,bottomsheet_drag_handle_content_description
string,bottomsheet_state_collapsed
string,bottomsheet_state_expanded
string,bottomsheet_state_half_expanded
string,character_counter_content_description
string,character_counter_overflowed_content_description
string,character_counter_pattern
string,clear_text_end_icon_content_description
string,error_a11y_label
string,error_icon_content_description
string,exposed_dropdown_menu_content_description
string,fab_transformation_scrim_behavior
string,fab_transformation_sheet_behavior
string,hide_bottom_view_on_scroll_behavior
string,icon_content_description
string,item_view_role_description
string,m3_exceed_max_badge_text_suffix
string,m3_loading_indicator_content_description
string,m3_overflow_linear_layout_button_content_description
string,m3_ref_typeface_brand_medium
string,m3_ref_typeface_brand_regular
string,m3_ref_typeface_plain_medium
string,m3_ref_typeface_plain_regular
string,m3_sys_motion_easing_emphasized
string,m3_sys_motion_easing_emphasized_accelerate
string,m3_sys_motion_easing_emphasized_decelerate
string,m3_sys_motion_easing_emphasized_path_data
string,m3_sys_motion_easing_legacy
string,m3_sys_motion_easing_legacy_accelerate
string,m3_sys_motion_easing_legacy_decelerate
string,m3_sys_motion_easing_linear
string,m3_sys_motion_easing_standard
string,m3_sys_motion_easing_standard_accelerate
string,m3_sys_motion_easing_standard_decelerate
string,material_clock_display_divider
string,material_clock_toggle_content_description
string,material_hour_24h_suffix
string,material_hour_selection
string,material_hour_suffix
string,material_minute_selection
string,material_minute_suffix
string,material_motion_easing_accelerated
string,material_motion_easing_decelerated
string,material_motion_easing_emphasized
string,material_motion_easing_linear
string,material_motion_easing_standard
string,material_slider_range_end
string,material_slider_range_start
string,material_slider_value
string,material_timepicker_am
string,material_timepicker_clock_mode_description
string,material_timepicker_hour
string,material_timepicker_minute
string,material_timepicker_pm
string,material_timepicker_select_time
string,material_timepicker_text_input_mode_description
string,mtrl_badge_numberless_content_description
string,mtrl_button_collapsed_content_description
string,mtrl_button_expanded_content_description
string,mtrl_button_overflow_icon_content_description
string,mtrl_checkbox_button_icon_path_checked
string,mtrl_checkbox_button_icon_path_group_name
string,mtrl_checkbox_button_icon_path_indeterminate
string,mtrl_checkbox_button_icon_path_name
string,mtrl_checkbox_button_path_checked
string,mtrl_checkbox_button_path_group_name
string,mtrl_checkbox_button_path_name
string,mtrl_checkbox_button_path_unchecked
string,mtrl_checkbox_state_description_checked
string,mtrl_checkbox_state_description_indeterminate
string,mtrl_checkbox_state_description_unchecked
string,mtrl_chip_close_icon_content_description
string,mtrl_exceed_max_badge_number_content_description
string,mtrl_exceed_max_badge_number_suffix
string,mtrl_picker_a11y_next_month
string,mtrl_picker_a11y_prev_month
string,mtrl_picker_announce_current_range_selection
string,mtrl_picker_announce_current_selection
string,mtrl_picker_announce_current_selection_none
string,mtrl_picker_cancel
string,mtrl_picker_confirm
string,mtrl_picker_date_header_selected
string,mtrl_picker_date_header_title
string,mtrl_picker_date_header_unselected
string,mtrl_picker_day_of_week_column_header
string,mtrl_picker_end_date_description
string,mtrl_picker_invalid_format
string,mtrl_picker_invalid_format_example
string,mtrl_picker_invalid_format_use
string,mtrl_picker_invalid_range
string,mtrl_picker_navigate_to_current_year_description
string,mtrl_picker_navigate_to_year_description
string,mtrl_picker_out_of_range
string,mtrl_picker_pane_title_calendar_view
string,mtrl_picker_pane_title_year_view
string,mtrl_picker_range_header_only_end_selected
string,mtrl_picker_range_header_only_start_selected
string,mtrl_picker_range_header_selected
string,mtrl_picker_range_header_title
string,mtrl_picker_range_header_unselected
string,mtrl_picker_save
string,mtrl_picker_start_date_description
string,mtrl_picker_text_input_date_hint
string,mtrl_picker_text_input_date_range_end_hint
string,mtrl_picker_text_input_date_range_start_hint
string,mtrl_picker_text_input_day_abbr
string,mtrl_picker_text_input_month_abbr
string,mtrl_picker_text_input_year_abbr
string,mtrl_picker_today_description
string,mtrl_picker_toggle_to_calendar_input_mode
string,mtrl_picker_toggle_to_day_selection
string,mtrl_picker_toggle_to_text_input_mode
string,mtrl_picker_toggle_to_year_selection
string,mtrl_switch_thumb_group_name
string,mtrl_switch_thumb_path_checked
string,mtrl_switch_thumb_path_morphing
string,mtrl_switch_thumb_path_name
string,mtrl_switch_thumb_path_pressed
string,mtrl_switch_thumb_path_unchecked
string,mtrl_switch_track_decoration_path
string,mtrl_switch_track_path
string,mtrl_timepicker_cancel
string,mtrl_timepicker_confirm
string,nav_rail_collapsed_a11y_label
string,nav_rail_expanded_a11y_label
string,password_toggle_content_description
string,path_password_eye
string,path_password_eye_mask_strike_through
string,path_password_eye_mask_visible
string,path_password_strike_through
string,searchbar_scrolling_view_behavior
string,searchview_clear_text_content_description
string,searchview_navigation_content_description
string,side_sheet_accessibility_pane_title
string,side_sheet_behavior

